target,n_estimators,max_depth,learning_rate,average_mse,average_r2
LBL_aFLminpA_fut_001,1000,1,0.1,3171.861181640625,0.7535695314407349
LBL_aFLminpA_fut_001,1000,1,0.01,2753.6494140625,0.7845998525619506
LBL_aFLminpA_fut_001,1000,1,0.001,6038.542578125,0.5657899260520936
LBL_aFLminpA_fut_001,1000,2,0.1,2638.529833984375,0.7954127311706543
LBL_aFLminpA_fut_001,1000,2,0.01,2572.4494140625,0.7999288439750671
LBL_aFLminpA_fut_001,1000,2,0.001,4995.274755859375,0.6418911337852478
LBL_aFLminpA_fut_001,1000,3,0.1,2530.5322021484376,0.8046575784683228
LBL_aFLminpA_fut_001,1000,3,0.01,2516.012060546875,0.8074671506881714
LBL_aFLminpA_fut_001,1000,3,0.001,4744.25771484375,0.6660693407058715
LBL_aFLminpA_fut_001,1000,5,0.1,2782.742236328125,0.7886842846870422
LBL_aFLminpA_fut_001,1000,5,0.01,2777.81025390625,0.7883006930351257
LBL_aFLminpA_fut_001,1000,5,0.001,5024.812451171875,0.6467558026313782
LBL_aFLminpA_fut_001,3000,1,0.1,3433.57353515625,0.7343624591827392
LBL_aFLminpA_fut_001,3000,1,0.01,2876.52724609375,0.7760910630226135
LBL_aFLminpA_fut_001,3000,1,0.001,3207.015185546875,0.7554656267166138
LBL_aFLminpA_fut_001,3000,2,0.1,2637.319384765625,0.7955216407775879
LBL_aFLminpA_fut_001,3000,2,0.01,2642.050634765625,0.7963854312896729
LBL_aFLminpA_fut_001,3000,2,0.001,2665.539599609375,0.79461510181427
LBL_aFLminpA_fut_001,3000,3,0.1,2530.5483642578124,0.8046584963798523
LBL_aFLminpA_fut_001,3000,3,0.01,2540.57998046875,0.8056580662727356
LBL_aFLminpA_fut_001,3000,3,0.001,2571.2478759765627,0.8064709067344665
LBL_aFLminpA_fut_001,3000,5,0.1,2782.742236328125,0.7886842846870422
LBL_aFLminpA_fut_001,3000,5,0.01,2778.238623046875,0.788188374042511
LBL_aFLminpA_fut_001,3000,5,0.001,2869.01767578125,0.7850061655044556
LBL_aUAminpA_fut_001,10,1,0.1,9523.6853515625,0.6726114630699158
LBL_aUAminpA_fut_001,10,1,0.01,26440.533203125,0.0940401315689087
LBL_aUAminpA_fut_001,10,1,0.001,30127.483984375,-0.03187220096588135
LBL_aUAminpA_fut_001,10,2,0.1,6137.12998046875,0.7881305336952209
LBL_aUAminpA_fut_001,10,2,0.01,25711.221484375,0.11893854141235352
LBL_aUAminpA_fut_001,10,2,0.001,30048.13984375,-0.029174959659576415
LBL_aUAminpA_fut_001,10,3,0.1,5630.2154296875,0.8061959981918335
LBL_aUAminpA_fut_001,10,3,0.01,25497.19296875,0.12662218809127807
LBL_aUAminpA_fut_001,10,3,0.001,30025.640625,-0.028357338905334473
LBL_aUAminpA_fut_001,10,5,0.1,5493.504736328125,0.8111290454864502
LBL_aUAminpA_fut_001,10,5,0.01,25477.4203125,0.12754842042922973
LBL_aUAminpA_fut_001,10,5,0.001,30023.418359375,-0.02825225591659546
LBL_aUAminpA_fut_001,50,1,0.1,2404.544580078125,0.9154253125190734
LBL_aUAminpA_fut_001,50,1,0.01,16147.3828125,0.44565505981445314
LBL_aUAminpA_fut_001,50,1,0.001,28415.948046875,0.026585078239440917
LBL_aUAminpA_fut_001,50,2,0.1,1734.5142822265625,0.938783586025238
LBL_aUAminpA_fut_001,50,2,0.01,13273.1736328125,0.5440348386764526
LBL_aUAminpA_fut_001,50,2,0.001,28035.3078125,0.03955518007278443
LBL_aUAminpA_fut_001,50,3,0.1,1598.9176025390625,0.9435327887535095
LBL_aUAminpA_fut_001,50,3,0.01,12763.3908203125,0.5621597290039062
LBL_aUAminpA_fut_001,50,3,0.001,27924.605859375,0.04354696273803711
LBL_aUAminpA_fut_001,50,5,0.1,1607.4022705078125,0.9428531408309937
LBL_aUAminpA_fut_001,50,5,0.01,12622.4462890625,0.567683744430542
LBL_aUAminpA_fut_001,50,5,0.001,27913.573046875,0.044060361385345456
LBL_aUAminpA_fut_001,100,1,0.1,2300.5230224609377,0.9187072873115539
LBL_aUAminpA_fut_001,100,1,0.01,9894.15234375,0.6601264834403991
LBL_aUAminpA_fut_001,100,1,0.001,26457.10390625,0.09347424507141114
LBL_aUAminpA_fut_001,100,2,0.1,1703.616796875,0.9393610715866089
LBL_aUAminpA_fut_001,100,2,0.01,6491.653515625,0.7759870171546936
LBL_aUAminpA_fut_001,100,2,0.001,25728.031640625,0.11836028099060059
LBL_aUAminpA_fut_001,100,3,0.1,1588.4012451171875,0.943704342842102
LBL_aUAminpA_fut_001,100,3,0.01,6011.449609375,0.793047285079956
LBL_aUAminpA_fut_001,100,3,0.001,25517.09921875,0.12594308853149414
LBL_aUAminpA_fut_001,100,5,0.1,1624.3644775390626,0.9422742009162903
LBL_aUAminpA_fut_001,100,5,0.01,5843.5919921875,0.7991207361221313
LBL_aUAminpA_fut_001,100,5,0.001,25497.508203125,0.1268601417541504
LBL_aUAminpA_fut_001,500,1,0.1,2319.15419921875,0.9175843954086303
LBL_aUAminpA_fut_001,500,1,0.01,2388.9958984375,0.916315758228302
LBL_aUAminpA_fut_001,500,1,0.001,16184.196484375,0.44437986612319946
LBL_aUAminpA_fut_001,500,2,0.1,1628.7058349609374,0.9415427088737488
LBL_aUAminpA_fut_001,500,2,0.01,1718.0978515625,0.9394347906112671
LBL_aUAminpA_fut_001,500,2,0.001,13319.58125,0.5424312472343444
LBL_aUAminpA_fut_001,500,3,0.1,1575.4829345703124,0.944174838066101
LBL_aUAminpA_fut_001,500,3,0.01,1608.707470703125,0.9430282711982727
LBL_aUAminpA_fut_001,500,3,0.001,12807.70234375,0.5606364369392395
LBL_aUAminpA_fut_001,500,5,0.1,1619.6800659179687,0.9424414992332458
LBL_aUAminpA_fut_001,500,5,0.01,1637.0269775390625,0.9418023467063904
LBL_aUAminpA_fut_001,500,5,0.001,12668.5525390625,0.5661066770553589
LBL_aUAminpA_fut_001,1000,1,0.1,2318.488671875,0.9174128890037536
LBL_aUAminpA_fut_001,1000,1,0.01,2260.9010009765625,0.9204177856445312
LBL_aUAminpA_fut_001,1000,1,0.001,9935.45078125,0.6586905598640442
LBL_aUAminpA_fut_001,1000,2,0.1,1622.6376953125,0.9417368769645691
LBL_aUAminpA_fut_001,1000,2,0.01,1680.42919921875,0.9402140021324158
LBL_aUAminpA_fut_001,1000,2,0.001,6525.36455078125,0.7748406887054443
LBL_aUAminpA_fut_001,1000,3,0.1,1575.127685546875,0.9441877007484436
LBL_aUAminpA_fut_001,1000,3,0.01,1587.8944580078125,0.943542993068695
LBL_aUAminpA_fut_001,1000,3,0.001,6048.415625,0.7917756080627442
LBL_aUAminpA_fut_001,1000,5,0.1,1619.67548828125,0.9424416780471802
LBL_aUAminpA_fut_001,1000,5,0.01,1673.9635986328126,0.9405032396316528
LBL_aUAminpA_fut_001,1000,5,0.001,5879.73271484375,0.7978613376617432
LBL_aUAminpA_fut_001,3000,1,0.1,2387.1236083984377,0.9147409319877624
LBL_aUAminpA_fut_001,3000,1,0.01,2289.7193115234377,0.9188973307609558
LBL_aUAminpA_fut_001,3000,1,0.001,3263.397509765625,0.8866191744804383
LBL_aUAminpA_fut_001,3000,2,0.1,1621.8390625,0.9417578220367432
LBL_aUAminpA_fut_001,3000,2,0.01,1630.2182861328124,0.9415217280387879
LBL_aUAminpA_fut_001,3000,2,0.001,1963.973046875,0.9311350584030151
LBL_aUAminpA_fut_001,3000,3,0.1,1575.1381103515625,0.9441875219345093
LBL_aUAminpA_fut_001,3000,3,0.01,1577.4901123046875,0.943890368938446
LBL_aUAminpA_fut_001,3000,3,0.001,1768.576513671875,0.9378153800964355
LBL_aUAminpA_fut_001,3000,5,0.1,1619.67548828125,0.9424416780471802
LBL_aUAminpA_fut_001,3000,5,0.01,1668.9494384765626,0.940687382221222
LBL_aUAminpA_fut_001,3000,5,0.001,1693.1712768554687,0.9401079654693604
