n_estimators,max_depth,learning_rate,multi_task_strategy,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5
500,1,0.001,multi_output_tree,9788.890947686694,36479.287874461756,20415.43994720515,17378.39963753651,10868.979328584659,19239.143486745805,-0.045040038522882256,0.4227612414352748,0.38946039292146534,0.35755267316065986,0.20785421617355113,0.34962077656788876
500,2,0.1,multi_output_tree,2022.8457816529358,8379.786909286197,6036.774044909258,2452.797372723668,2482.8346012032207,2570.631935389845,0.7695127258079669,0.8632637589158334,0.8110064062787712,0.9045820187412943,0.8086666330284652,0.9092321824628534
500,2,0.01,multi_output_tree,2221.25860137719,9354.984822613265,5801.583399200023,2729.969885357025,2853.0726038304015,2951.428878440449,0.7557903552971249,0.8496625016121463,0.8187495215913302,0.8957416339260359,0.7767729407279754,0.8976591658847625
500,2,0.001,multi_output_tree,9405.708221498971,33311.32874591246,18687.7789476285,14889.268721050505,10273.940073010814,16340.904545906185,-0.013210568559102387,0.4724306419696032,0.4405026217620819,0.45042443933576914,0.24464376108250874,0.4490868907427494
500,3,0.1,multi_output_tree,1725.399396415914,9272.99427157607,5682.869031876687,1964.8039661770395,2208.923155679537,2143.0955692080906,0.8067063804008576,0.8489772568954518,0.8214887562181478,0.9233261388776729,0.8317593104714188,0.9240574189559737
500,3,0.01,multi_output_tree,1862.8750574679239,9188.181855052524,5691.940487527135,2126.2251627716732,2436.656598506788,2288.7964489837937,0.796377825476384,0.850374374280922,0.8224926832206576,0.9177722151886583,0.813200383117908,0.9195431900608565
500,3,0.001,multi_output_tree,9319.748671709805,32117.763238119136,18452.192170006692,14391.512575770485,10171.733540864936,15728.114852100389,-0.008186797061661765,0.488490256952712,0.44743096887917877,0.4692910565190938,0.25142698072468694,0.47008701215669807
500,5,0.1,multi_output_tree,1771.2648344072454,9250.327892691446,5766.950083542622,1960.8484098160043,2264.953401583446,2153.5212291333382,0.801621311463073,0.8459887973731194,0.8197348222427486,0.9221833770032312,0.8268223813364954,0.9222607500285859
500,5,0.01,multi_output_tree,1784.4792223614138,9086.21792188659,5686.505354025594,1993.7017727300968,2162.789889552584,2156.2200446119477,0.805824626079413,0.850358931144654,0.8224042827320714,0.921223556822091,0.8368087561325108,0.9229866277633663
500,5,0.001,multi_output_tree,9316.580667701885,32198.25548603176,18608.65175777139,14496.862395915308,10032.44076675685,15844.240784388978,-0.012197017867716542,0.48747366683818694,0.443248554250277,0.4647643819444968,0.2618380893726527,0.4655754030515279
1000,1,0.1,multi_output_tree,2267.530457455833,9030.60483047587,6178.475629380633,3560.1771596664025,2877.9685955674227,3787.508730476368,0.7414319883361846,0.8489198764450986,0.8057735805582308,0.8639231751314629,0.7755376877865608,0.8687424010641418
1000,1,0.01,multi_output_tree,2658.7742685277203,10563.625524480149,6320.556885775777,3894.522101164165,3396.3217987653065,4444.107206238215,0.7114007723078982,0.826732643419334,0.8014547610405653,0.8528895807074619,0.7336790896618149,0.8471565551305634
1000,1,0.001,multi_output_tree,5998.584471335133,24783.742132235442,14088.250505059686,11871.261573979942,7274.681671038331,13409.072325285359,0.38054838071182273,0.6083537368700844,0.5758233180281648,0.559949783181976,0.47279059178960614,0.5458462016447075
1000,2,0.1,multi_output_tree,2052.988419611915,8357.260177844535,6079.723813017324,2409.2924506667396,2514.00555206597,2508.3836287098006,0.7654074293338604,0.863524527117176,0.8095983812689596,0.906445384283318,0.8064186288085274,0.9116409881002692
1000,2,0.01,multi_output_tree,2024.0792596319345,8786.828863137669,5658.9768938192165,2544.2500053474555,2483.7303765778374,2730.252753451295,0.776950572693018,0.8588290343193709,0.822769499559783,0.9022795559706662,0.8065296104846207,0.9047319906282745
1000,2,0.001,multi_output_tree,5486.939562065638,20498.93091566157,11678.212116333938,8303.463973444592,6562.263894036436,9201.270613641635,0.41901959531355715,0.6758957360693424,0.6479665927509348,0.6927298530376327,0.5139694671572903,0.6896671301850766
1000,3,0.1,multi_output_tree,1738.5803433002911,9286.632745496496,5696.533908253219,1959.8962448949042,2213.8661051720755,2120.697414432215,0.8047443419452345,0.8486052787843577,0.8210121338338423,0.9235907695688745,0.8314198798547043,0.9248994142717342
1000,3,0.01,multi_output_tree,1748.8763224402628,8964.897738892318,5688.27881035467,2045.9989377460274,2217.107455835204,2220.8602503435955,0.8078632247350426,0.8537439778941307,0.822193466692773,0.9203894170919893,0.8304683207835009,0.9213537557247035
1000,3,0.001,multi_output_tree,5370.614317442262,19678.901438072215,11312.388983898178,7446.536226785756,6285.736518751634,8124.877461754409,0.4291549500986351,0.6880321889513,0.6587598471132046,0.7248640592712808,0.535965174990449,0.7264497532089406
1000,5,0.1,multi_output_tree,1771.2421414023806,9248.209675317545,5769.216869195605,1959.8017670534477,2264.023402517125,2152.3022713805503,0.80161933388121,0.8460266187890515,0.8196619359701639,0.9222290581956004,0.8268982698101439,0.922302617387653
1000,5,0.01,multi_output_tree,1714.0709167953942,8982.450335426362,5686.74092178655,1928.1346397781476,2070.7138930738865,2088.2410386312076,0.81243137399802,0.8515995227586067,0.8222670171173059,0.9235092476954438,0.8433860402065798,0.9249282691235784
1000,5,0.001,multi_output_tree,5225.006279162394,19111.385937766045,11725.76388743382,7705.880768799933,5990.711599609726,8493.162937945142,0.43717733089448957,0.6953668134270206,0.6461685789981166,0.7147395610974913,0.557835536047703,0.7137626640598835
