target,n_estimators,max_depth,learning_rate,average_mse,average_r2
LBL_aDLminpA_fut_001,50,2,0.1,6244.700845664936,0.8034709662956985
LBL_aDLminpA_fut_001,50,2,0.01,18251.234337530717,0.45212599170631085
LBL_aDLminpA_fut_001,50,2,0.001,31733.07825404586,0.05076997953899742
LBL_aDLminpA_fut_001,50,3,0.1,6189.991837739415,0.8062500002512826
LBL_aDLminpA_fut_001,50,3,0.01,17816.52038547639,0.46455858906526937
LBL_aDLminpA_fut_001,50,3,0.001,31658.96407876678,0.05295464092327475
LBL_aDLminpA_fut_001,50,5,0.1,6729.563176969456,0.7883901298556917
LBL_aDLminpA_fut_001,50,5,0.01,18021.364460053024,0.4586392999578381
LBL_aDLminpA_fut_001,50,5,0.001,31583.91654956441,0.05495485296202272
LBL_aDLminpA_fut_001,100,1,0.1,6298.066334370278,0.8020215894703266
LBL_aDLminpA_fut_001,100,1,0.01,14069.748637109427,0.5770796828234798
LBL_aDLminpA_fut_001,100,1,0.001,30093.94209407426,0.10032512383731643
LBL_aDLminpA_fut_001,100,2,0.1,6543.07633551639,0.794292425175659
LBL_aDLminpA_fut_001,100,2,0.01,11565.479976745462,0.6498848644371082
LBL_aDLminpA_fut_001,100,2,0.001,29642.70105843318,0.11328510226284247
LBL_aDLminpA_fut_001,100,3,0.1,6283.199162570052,0.8032844632831168
LBL_aDLminpA_fut_001,100,3,0.01,11351.929865509517,0.6558020529411732
LBL_aDLminpA_fut_001,100,3,0.001,29494.539302771987,0.11761052595734442
LBL_aDLminpA_fut_001,100,5,0.1,6733.874466007005,0.788192185264508
LBL_aDLminpA_fut_001,100,5,0.01,11627.325710495074,0.6476978992389835
LBL_aDLminpA_fut_001,100,5,0.001,29439.25830678246,0.11870001109801824
LBL_aDLminpA_fut_001,500,1,0.1,6638.006540747556,0.792059839545211
LBL_aDLminpA_fut_001,500,1,0.01,6413.318926627528,0.7992575825562254
LBL_aDLminpA_fut_001,500,1,0.001,20194.71367281229,0.3956372955736707
LBL_aDLminpA_fut_001,500,2,0.1,6896.502868419198,0.7836925981941876
LBL_aDLminpA_fut_001,500,2,0.01,6253.738771067461,0.8032713070356973
LBL_aDLminpA_fut_001,500,2,0.001,18302.68089416784,0.4506243374998302
LBL_aDLminpA_fut_001,500,3,0.1,6372.2780316979615,0.80040335129396
LBL_aDLminpA_fut_001,500,3,0.01,6293.6460865092495,0.8028622886548915
LBL_aDLminpA_fut_001,500,3,0.001,17870.87117200614,0.4630165263525776
LBL_aDLminpA_fut_001,500,5,0.1,6739.665414656197,0.787999903923267
LBL_aDLminpA_fut_001,500,5,0.01,6616.347125538625,0.7925552969346038
LBL_aDLminpA_fut_001,500,5,0.001,18055.964777432044,0.45757481332803496
LBL_aDLminpA_fut_001,1000,1,0.1,6904.718903229162,0.7837824543072985
LBL_aDLminpA_fut_001,1000,1,0.01,6151.690157043276,0.8068843213487213
LBL_aDLminpA_fut_001,1000,1,0.001,14121.849586577757,0.5755147087003925
LBL_aDLminpA_fut_001,1000,2,0.1,6907.275933232902,0.7833827782349096
LBL_aDLminpA_fut_001,1000,2,0.01,6469.472948450768,0.7967058896739485
LBL_aDLminpA_fut_001,1000,2,0.001,11614.475259129526,0.6484116102856092
LBL_aDLminpA_fut_001,1000,3,0.1,6373.652571131091,0.800362951895098
LBL_aDLminpA_fut_001,1000,3,0.01,6466.144065383962,0.7974889997381012
LBL_aDLminpA_fut_001,1000,3,0.001,11397.272294003169,0.6544829583019205
LBL_aDLminpA_fut_001,1000,5,0.1,6739.685499682711,0.7879992841420512
LBL_aDLminpA_fut_001,1000,5,0.01,6598.809457938328,0.7929801527056582
LBL_aDLminpA_fut_001,1000,5,0.001,11691.5254334191,0.6457060337830476
LBL_aDLminpA_fut_001,3000,1,0.1,7377.442051056799,0.7695152752236399
LBL_aDLminpA_fut_001,3000,1,0.01,6351.788474303214,0.8008235092302047
LBL_aDLminpA_fut_001,3000,1,0.001,7716.587087316817,0.7612477901220694
LBL_aDLminpA_fut_001,3000,2,0.1,6909.700572676118,0.7832945213990887
LBL_aDLminpA_fut_001,3000,2,0.01,6909.739643975408,0.7831339214948139
LBL_aDLminpA_fut_001,3000,2,0.001,6575.693912158041,0.7945468491500463
LBL_aDLminpA_fut_001,3000,3,0.1,6373.775670879599,0.8003589337761694
LBL_aDLminpA_fut_001,3000,3,0.01,6568.46203182631,0.7942309508340974
LBL_aDLminpA_fut_001,3000,3,0.001,6410.403055498514,0.8000580430111961
LBL_aDLminpA_fut_001,3000,5,0.1,6739.685499682711,0.7879992841420512
LBL_aDLminpA_fut_001,3000,5,0.01,6591.402012601649,0.7931782440673935
LBL_aDLminpA_fut_001,3000,5,0.001,6887.427645974841,0.7849023015256252
LBL_aCOminpA_fut_001,10,1,0.1,8640.624795923995,0.6760288734374829
LBL_aCOminpA_fut_001,10,1,0.01,23996.225083954647,0.10397896991972151
LBL_aCOminpA_fut_001,10,1,0.001,27364.183731764508,-0.02128928099973675
LBL_aCOminpA_fut_001,10,2,0.1,6034.837513755601,0.7731942920411455
LBL_aCOminpA_fut_001,10,2,0.01,23369.446641886017,0.12741425165081338
LBL_aCOminpA_fut_001,10,2,0.001,27296.548600463582,-0.018765654008586853
LBL_aCOminpA_fut_001,10,3,0.1,5308.0600182225735,0.8005305724898246
LBL_aCOminpA_fut_001,10,3,0.01,23244.284011361044,0.13210360425268647
LBL_aCOminpA_fut_001,10,3,0.001,27283.64255038249,-0.01827629109556699
LBL_aCOminpA_fut_001,10,5,0.1,5215.85667701589,0.8027716054478333
LBL_aCOminpA_fut_001,10,5,0.01,23205.417135218486,0.1335557892469608
LBL_aCOminpA_fut_001,10,5,0.001,27278.943089024775,-0.018104259831199343
LBL_aCOminpA_fut_001,50,1,0.1,2390.261615896833,0.9086451883397253
LBL_aCOminpA_fut_001,50,1,0.01,14626.911982899788,0.4523044726509665
LBL_aCOminpA_fut_001,50,1,0.001,25800.624727466893,0.03687416587280716
LBL_aCOminpA_fut_001,50,2,0.1,1908.0150508249067,0.9259587281362187
LBL_aCOminpA_fut_001,50,2,0.01,12267.102350871617,0.5410622323559864
LBL_aCOminpA_fut_001,50,2,0.001,25474.156158312155,0.049057752963127886
LBL_aCOminpA_fut_001,50,3,0.1,1633.1192788732437,0.9367235444040813
LBL_aCOminpA_fut_001,50,3,0.01,11771.720690479571,0.5594819305082435
LBL_aCOminpA_fut_001,50,3,0.001,25411.49682809473,0.05143541592842822
LBL_aCOminpA_fut_001,50,5,0.1,1758.7638769056125,0.9308167236427272
LBL_aCOminpA_fut_001,50,5,0.01,11699.471014457939,0.5617408902776996
LBL_aCOminpA_fut_001,50,5,0.001,25388.44050290643,0.05228986461589482
LBL_aCOminpA_fut_001,100,1,0.1,2276.9100022691455,0.9123720577650625
LBL_aCOminpA_fut_001,100,1,0.01,8980.621121084669,0.6633766012526491
LBL_aCOminpA_fut_001,100,1,0.001,24011.36301549798,0.10341591939544414
LBL_aCOminpA_fut_001,100,2,0.1,1854.1111069349076,0.927625891744133
LBL_aCOminpA_fut_001,100,2,0.01,6313.264747606702,0.7626336243432487
LBL_aCOminpA_fut_001,100,2,0.001,23386.07750034109,0.12678337550819688
LBL_aCOminpA_fut_001,100,3,0.1,1575.549822147784,0.9389019863182353
LBL_aCOminpA_fut_001,100,3,0.01,5613.347735165473,0.789044353103922
LBL_aCOminpA_fut_001,100,3,0.001,23260.50138692524,0.13150337775501017
LBL_aCOminpA_fut_001,100,5,0.1,1752.2542929086776,0.930978883734846
LBL_aCOminpA_fut_001,100,5,0.01,5550.389699775853,0.7902581443524641
LBL_aCOminpA_fut_001,100,5,0.001,23223.593230359325,0.1328782115317913
LBL_aCOminpA_fut_001,500,1,0.1,2264.131714984385,0.9119390882902605
LBL_aCOminpA_fut_001,500,1,0.01,2409.069425450296,0.9079653987809868
LBL_aCOminpA_fut_001,500,1,0.001,14666.136572411506,0.450833548008703
LBL_aCOminpA_fut_001,500,2,0.1,1842.7236650168347,0.9275107982047128
LBL_aCOminpA_fut_001,500,2,0.01,1877.23117074811,0.9273375668029613
LBL_aCOminpA_fut_001,500,2,0.001,12302.878449224028,0.5397130326281548
LBL_aCOminpA_fut_001,500,3,0.1,1568.4158827034184,0.9391036150284752
LBL_aCOminpA_fut_001,500,3,0.01,1632.5780515823767,0.9365664999407969
LBL_aCOminpA_fut_001,500,3,0.001,11815.106229347832,0.5578611602265428
LBL_aCOminpA_fut_001,500,5,0.1,1753.8382374155105,0.9309233580901279
LBL_aCOminpA_fut_001,500,5,0.01,1726.4184781224521,0.9320310428098738
LBL_aCOminpA_fut_001,500,5,0.001,11745.774540910114,0.5599794182299839
LBL_aCOminpA_fut_001,1000,1,0.1,2281.0789805160434,0.9111446638544795
LBL_aCOminpA_fut_001,1000,1,0.01,2253.2305845897617,0.9132765270043223
LBL_aCOminpA_fut_001,1000,1,0.001,9015.230018365026,0.662081446021517
LBL_aCOminpA_fut_001,1000,2,0.1,1843.1000843804286,0.9274420147869545
LBL_aCOminpA_fut_001,1000,2,0.01,1887.4663923912037,0.9264473930043217
LBL_aCOminpA_fut_001,1000,2,0.001,6350.557493594866,0.7612510557631612
LBL_aCOminpA_fut_001,1000,3,0.1,1568.5114960272217,0.9390940970706835
LBL_aCOminpA_fut_001,1000,3,0.01,1592.629841305784,0.93798167216233
LBL_aCOminpA_fut_001,1000,3,0.001,5647.954788222201,0.787747399558868
LBL_aCOminpA_fut_001,1000,5,0.1,1753.8379045809645,0.9309233698906461
LBL_aCOminpA_fut_001,1000,5,0.01,1737.7710614600187,0.9315258130801507
LBL_aCOminpA_fut_001,1000,5,0.001,5584.62059902744,0.7889689857779191
LBL_aCOminpA_fut_001,3000,1,0.1,2319.452784444075,0.9095678361053577
LBL_aCOminpA_fut_001,3000,1,0.01,2218.5732682165553,0.9139047399312258
LBL_aCOminpA_fut_001,3000,1,0.001,3199.8013978022113,0.878777123581332
LBL_aCOminpA_fut_001,3000,2,0.1,1843.3089775381104,0.9274345903608394
LBL_aCOminpA_fut_001,3000,2,0.01,1880.5852437005367,0.9262036587215347
LBL_aCOminpA_fut_001,3000,2,0.001,2065.244112485543,0.9207350945672067
LBL_aCOminpA_fut_001,3000,3,0.1,1568.5555340218539,0.9390919793864001
LBL_aCOminpA_fut_001,3000,3,0.01,1592.000245103736,0.9379283052298758
LBL_aCOminpA_fut_001,3000,3,0.001,1775.7561475941297,0.931517168547258
LBL_aCOminpA_fut_001,3000,5,0.1,1753.8379045809645,0.9309233698906461
LBL_aCOminpA_fut_001,3000,5,0.01,1736.747927084404,0.9315674336859867
LBL_aCOminpA_fut_001,3000,5,0.001,1812.4883059773797,0.9289798383209844
LBL_aFLminpA_fut_001,10,1,0.1,5900.552128448445,0.5745294925178464
LBL_aFLminpA_fut_001,10,1,0.01,12865.943623555037,0.09720667376159416
LBL_aFLminpA_fut_001,10,1,0.001,14280.510260110934,-0.0017880558693708748
LBL_aFLminpA_fut_001,10,2,0.1,4815.976520096812,0.6536892164100303
LBL_aFLminpA_fut_001,10,2,0.01,12607.029679741512,0.11619389145137245
LBL_aFLminpA_fut_001,10,2,0.001,14250.561914391717,0.0003730693554458098
LBL_aFLminpA_fut_001,10,3,0.1,4532.157629181861,0.6781699967464846
LBL_aFLminpA_fut_001,10,3,0.01,12521.995744257418,0.1239851158760269
LBL_aFLminpA_fut_001,10,3,0.001,14240.328079190664,0.0011965985372346388
LBL_aFLminpA_fut_001,10,5,0.1,4809.208445398453,0.6619167201157157
LBL_aFLminpA_fut_001,10,5,0.01,12482.57451111444,0.12631194973936744
LBL_aFLminpA_fut_001,10,5,0.001,14238.230592501164,0.001328846395331973
LBL_aFLminpA_fut_001,50,1,0.1,2910.98883650407,0.7716905099479501
LBL_aFLminpA_fut_001,50,1,0.01,8754.945491895685,0.381344524434872
LBL_aFLminpA_fut_001,50,1,0.001,13633.104679011285,0.04370822160310275
LBL_aFLminpA_fut_001,50,2,0.1,2525.627058464573,0.8027471737237342
LBL_aFLminpA_fut_001,50,2,0.01,7735.589825591723,0.45490128369102356
LBL_aFLminpA_fut_001,50,2,0.001,13486.380368575521,0.0542729651789239
LBL_aFLminpA_fut_001,50,3,0.1,2466.806651352502,0.8099558430608376
LBL_aFLminpA_fut_001,50,3,0.01,7601.164884338813,0.46941596210877445
LBL_aFLminpA_fut_001,50,3,0.001,13440.658365707952,0.058218849717869794
LBL_aFLminpA_fut_001,50,5,0.1,2785.218566736157,0.7890268601136206
LBL_aFLminpA_fut_001,50,5,0.01,7580.784943163953,0.47204909026528846
LBL_aFLminpA_fut_001,50,5,0.001,13425.893976368894,0.059127795067905484
LBL_aFLminpA_fut_001,100,1,0.1,2816.28105430934,0.7781669142401604
LBL_aFLminpA_fut_001,100,1,0.01,6024.864173499178,0.5667006383332732
LBL_aFLminpA_fut_001,100,1,0.001,12875.80749158162,0.09663150561052188
LBL_aFLminpA_fut_001,100,2,0.1,2527.541830850183,0.8022959314654088
LBL_aFLminpA_fut_001,100,2,0.01,4978.143045116131,0.6431861078436798
LBL_aFLminpA_fut_001,100,2,0.001,12614.542695908334,0.11565215552006933
LBL_aFLminpA_fut_001,100,3,0.1,2516.3244212750087,0.8054565436796428
LBL_aFLminpA_fut_001,100,3,0.01,4725.769891033745,0.6674941571899611
LBL_aFLminpA_fut_001,100,3,0.001,12530.102658019532,0.12336741390115151
LBL_aFLminpA_fut_001,100,5,0.1,2780.1474810363143,0.7888678559436944
LBL_aFLminpA_fut_001,100,5,0.01,5011.423025484281,0.6478071658665944
LBL_aFLminpA_fut_001,100,5,0.001,12492.427904213679,0.12564201757753524
LBL_aFLminpA_fut_001,500,1,0.1,3031.2411504575166,0.7633607427818738
LBL_aFLminpA_fut_001,500,1,0.01,2875.839966499404,0.7761131944333888
LBL_aFLminpA_fut_001,500,1,0.001,8762.506522155858,0.38085752499237513
LBL_aFLminpA_fut_001,500,2,0.1,2634.8028849752586,0.7955919351330744
LBL_aFLminpA_fut_001,500,2,0.01,2567.0914929054898,0.8005455542132502
LBL_aFLminpA_fut_001,500,2,0.001,7750.034615131444,0.45391223857280105
LBL_aFLminpA_fut_001,500,3,0.1,2533.3394987577326,0.8044092831947953
LBL_aFLminpA_fut_001,500,3,0.01,2471.7424905612543,0.811134085059997
LBL_aFLminpA_fut_001,500,3,0.001,7617.122918769235,0.46828965272308043
LBL_aFLminpA_fut_001,500,5,0.1,2783.1133993020862,0.7886600446493974
LBL_aFLminpA_fut_001,500,5,0.01,2774.1264430000965,0.7891419133064156
LBL_aFLminpA_fut_001,500,5,0.001,7612.5072758720025,0.46997628422891735
