n_estimators,max_depth,learning_rate,multi_task_strategy,mse_0,mse_1,mse_2,r2_0,r2_1,r2_2
500,3,0.1,multi_output_tree,0.35673416133759406,3.9135429935499575,169.94570271096384,0.5141357122565617,0.686297183045624,0.6992215012632721
500,3,0.01,multi_output_tree,0.3910496348940876,5.490535179997986,167.9708176155667,0.4784409834549549,0.5602008823169087,0.7041415529662675
500,3,0.001,multi_output_tree,39.401005006377126,12.390777679970308,379.63463168751093,-56.37756973425221,0.009912341928922453,0.2702333194065444
500,5,0.1,multi_output_tree,0.40521656089305524,4.109159950340208,165.44876267870762,0.43189811422885366,0.6696846109560184,0.6952647541939194
500,5,0.01,multi_output_tree,0.40111861505658253,4.7333498392732425,159.21484881723114,0.45127506936148337,0.6203131112202357,0.714355704220465
500,5,0.001,multi_output_tree,40.58694019897909,10.903597617953277,371.56260477644173,-58.104407725933925,0.12601395289086803,0.2894038356756242
1000,1,0.1,multi_output_tree,0.35334581824114014,4.476970197364556,161.172354043385,0.5190438480871464,0.6430129599957674,0.7070555001140969
1000,1,0.01,multi_output_tree,0.44345820707535744,7.064101734972782,167.8964755071934,0.4059753267057432,0.4349792260892159,0.699970611746453
1000,1,0.001,multi_output_tree,14.844801771123304,13.19850696907461,298.9991918789871,-20.58451301243061,-0.05683121392687658,0.42399548983509083
1000,2,0.1,multi_output_tree,0.34119107137770033,4.272585929538865,168.0120717091036,0.5319850428082441,0.6582551373803189,0.690029495805866
1000,2,0.01,multi_output_tree,0.3534384564445549,5.152422671708744,156.84288287319356,0.5240537011949954,0.5874804829952233,0.716731554723973
1000,2,0.001,multi_output_tree,14.892080190249791,11.767557832378511,256.25743966577426,-20.67033478493601,0.0588050051916861,0.514540888501513
1000,3,0.1,multi_output_tree,0.3721444035134506,3.9359290298268177,170.35784814388418,0.4885729411196678,0.6845983225051849,0.698471448949985
1000,3,0.01,multi_output_tree,0.3509100391002927,4.485621720237841,170.19423523971284,0.5306164071449008,0.6411929730592925,0.6994299436930266
1000,3,0.001,multi_output_tree,15.141946817381447,10.159587188936971,264.2964126517284,-21.018739312875542,0.18722418756972098,0.5152264332177733
1000,5,0.1,multi_output_tree,0.4074437361523973,4.112131826241428,165.44953721818013,0.4278907506640882,0.6695177841624613,0.6952576104632081
1000,5,0.01,multi_output_tree,0.3870355923461534,4.265519189939766,161.20910026153106,0.4668373022201342,0.6577474811248405,0.7085072727915722
1000,5,0.001,multi_output_tree,16.05589279194797,8.453609361942327,257.87688987139893,-22.354413015363317,0.32131886379837843,0.5293265296614991
