n_estimators,max_depth,learning_rate,multi_task_strategy,mse_0,mse_1,r2_0,r2_1
10,1,0.1,multi_output_tree,31.367733723066358,26.9770315045972,0.6891682029241696,0.6999269076516234
10,1,0.01,multi_output_tree,88.14761515210073,78.26714675967092,0.12552328869698642,0.12838772859107767
10,1,0.001,multi_output_tree,101.34740406033872,90.18766114766295,-0.005718522995260056,-0.004618083806037699
10,2,0.1,multi_output_tree,21.12897607186277,19.841785020670144,0.7904938828864262,0.7791078443315204
10,2,0.01,multi_output_tree,86.44674986370241,76.98896937066768,0.1422820771722172,0.14248914226419468
10,2,0.001,multi_output_tree,101.17006958455468,90.0541680628109,-0.00397449324275565,-0.0031463841522135104
10,3,0.1,multi_output_tree,16.997859098117157,17.40379530020237,0.8315556919187286,0.8062312705989267
10,3,0.01,multi_output_tree,85.5239777052304,76.46677433781764,0.15139618294516077,0.1482482962462145
10,3,0.001,multi_output_tree,101.06045097866969,89.98712999917237,-0.0028911917301492453,-0.0024104111779321923
10,5,0.1,multi_output_tree,14.344465711166947,15.020135968617968,0.8578488205395625,0.832720061001619
10,5,0.01,multi_output_tree,85.04274257353418,76.13492702437567,0.15615957707639877,0.15196223978460388
10,5,0.001,multi_output_tree,101.0131914598457,89.95922857899328,-0.0024199124893367506,-0.002092977668510532
50,1,0.1,multi_output_tree,8.073384024560621,9.406536629213592,0.9199465046472302,0.8952394050962564
50,1,0.01,multi_output_tree,51.338400334329734,45.02106701907387,0.4912157786880247,0.49909867510235817
50,1,0.001,multi_output_tree,95.21562736320767,84.6501839618327,0.05525260386305562,0.057171362534922124
50,2,0.1,multi_output_tree,1.7932588155767597,4.188831630074563,0.9822567349526418,0.9533468307875228
50,2,0.01,multi_output_tree,45.029171528517054,40.38740702371611,0.5534641708476897,0.5503407779777845
50,2,0.001,multi_output_tree,94.34184890928432,83.99316176534936,0.06386206221080334,0.0644200447316714
50,3,0.1,multi_output_tree,0.5644381359517741,3.051521595344569,0.9944177665918034,0.9660085147232568
50,3,0.01,multi_output_tree,41.72707594737217,38.664442720933856,0.5861853209982126,0.5694553505030008
50,3,0.001,multi_output_tree,93.83417823579653,83.68459218237864,0.06886649991593866,0.06780386887128316
50,5,0.1,multi_output_tree,0.21169934629168247,2.3041145905763165,0.9979121984166197,0.9743948174546997
50,5,0.01,multi_output_tree,39.76088652986096,37.01289181772385,0.6056907301110641,0.587831528950623
50,5,0.001,multi_output_tree,93.5981190617647,83.54135404888345,0.07121845309871107,0.06943267009948742
100,1,0.1,multi_output_tree,4.380700530832329,6.26754290586223,0.9565406879444079,0.9300829642002043
100,1,0.01,multi_output_tree,32.37985484559702,27.891813693576875,0.6791566856881157,0.6897625675837066
100,1,0.001,multi_output_tree,88.2077677189487,78.32141124150817,0.12492530406902827,0.12778234314151324
100,2,0.1,multi_output_tree,0.4563773758519238,2.7919863498247963,0.9954989250063495,0.96892685116843
100,2,0.01,multi_output_tree,22.413201738344974,20.94202548672157,0.7778012179013651,0.7669020835655663
100,2,0.001,multi_output_tree,86.52083418482253,77.05240934300619,0.14154431495279263,0.1417803207179887
100,3,0.1,multi_output_tree,0.24049786448083826,2.4246445259084317,0.9976341572357951,0.9730493903780795
100,3,0.01,multi_output_tree,18.299643444707726,18.534568028298043,0.8186242416971867,0.7936524721260227
100,3,0.001,multi_output_tree,85.59443705555609,76.53445808570808,0.1506951782037101,0.14749889504179986
100,5,0.1,multi_output_tree,0.13896314309611252,1.393529887427081,0.9986307984611006,0.9845560875409181
100,5,0.01,multi_output_tree,15.61132776110163,16.13638043320072,0.8452738492669294,0.8202857409277599
100,5,0.001,multi_output_tree,85.11674173249074,76.1986775422596,0.15542412162892055,0.15125112016484504
